,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
738,1336956438086885378,1336956438086885378,1.60759E+12,2020-12-10 09:50:28,+0100,,"#Live ?? | Philippe WAHL, PDG du @GroupeLaPoste, présente les outils qui les ont menés à devenir neutre en carbone depuis 2012??: ?? Parc de véhicule électrique (vélo, voiture), compensation carbone????, transformation écologique??. #ForumZeroCarbone  https://t.co/dJiHnExBEj",fr,"['live', 'forumzerocarbone']",[],3646884750,3646884750,EisoxCompany,EISOX,4,09,https://twitter.com/EisoxCompany/status/1336956438086885378,[],['https://pbs.twimg.com/media/Eo3OQzOXEAI24Ym.jpg'],1,https://pbs.twimg.com/media/Eo3OQzOXEAI24Ym.jpg,FALSE,15,0,7,,ForumZeroCarbone,,,,,,,[],,,,
739,1336956351608664065,1336933995192274944,1.60759E+12,2020-12-10 09:50:08,+0100,,"""La rénovation du bâti est financièrement viable. Le sujet de réticence est plus lié à la durée et la pénibilité des travaux. Selon les immeubles, cela est relativement simple ou très complexe.""  @jacquesbaudrier ; @Paris   #ForumZeroCarbone  https://t.co/WZqETaWdcU",fr,['forumzerocarbone'],[],278011715,278011715,LaTribuneEvents,La Tribune Events ??,4,09,https://twitter.com/LaTribuneEvents/status/1336956351608664065,[],['https://pbs.twimg.com/media/Eo3SSbQXEAI1lql.jpg'],1,https://pbs.twimg.com/media/Eo3SSbQXEAI1lql.jpg,FALSE,1,0,1,,ForumZeroCarbone,,,,,,,[],,,,
740,1336956194758471681,1336724623120068611,1.60759E+12,2020-12-10 09:49:30,+0100,,@jerome_coumet @mairiedu13 @vinciimmobilier Félicitation ???? #paris13 #greenwashing #ForumZeroCarbone  https://t.co/9057iHVKQG,fr,"['paris13', 'greenwashing', 'forumzerocarbone']",[],118024531,118024531,SamyGs,Samy Gs,4,09,https://twitter.com/SamyGs/status/1336956194758471681,['https://twitter.com/manonhavet/status/1312665428150423557?s=21'],[],0,,FALSE,0,0,0,https://twitter.com/manonhavet/status/1312665428150423557?s=21,ForumZeroCarbone,,,,,,,"[{'screen_name': 'jerome_coumet', 'name': 'Jérôme Coumet', 'id': '84644257'}, {'screen_name': 'mairiedu13', 'name': 'Mairie du 13e', 'id': '532146739'}, {'screen_name': 'vinciimmobilier', 'name': 'VINCI Immobilier', 'id': '263062317'}]",,,,
741,1336955891682250753,1336934649600253955,1.60759E+12,2020-12-10 09:48:18,+0100,,"@LaTribune ?? #ForumZeroCarbone - Participez en LIVE à la 2e partie du débat sur ""L'urgence de l'action et les villes comme solution"""" aux côtés de @cestrosi, @egregoire, @ar_leroy, @jlmoudenc, @Johanna_Rolland et @OWigniolle  https://t.co/mJlVwfrqRr",fr,['forumzerocarbone'],[],278011715,278011715,LaTribuneEvents,La Tribune Events ??,4,09,https://twitter.com/LaTribuneEvents/status/1336955891682250753,[],['https://pbs.twimg.com/media/Eo3SRK5XEAEHF22.jpg'],1,https://pbs.twimg.com/media/Eo3SRK5XEAEHF22.jpg,FALSE,0,3,0,,ForumZeroCarbone,,,,,,,"[{'screen_name': 'LaTribune', 'name': 'La Tribune', 'id': '137253079'}]",,,,
742,1336955845159096320,1336955845159096320,1.60759E+12,2020-12-10 09:48:07,+0100,,"#ForumZéroCarbone | Avec #Urby, #LaPoste apporte une solution de transport mutualisé de marchandises qui répond aux défis que rencontrent les agglomérations confrontées à l'explosion du e-commerce. En savoir plus ici &gt;&gt;  https://t.co/7JNyYw9Js4 #TransitionEcologique  https://t.co/xVAOAYPHYG",fr,"['forumzérocarbone', 'urby', 'laposte', 'transitionecologique']",[],57691450,57691450,GroupeLaPoste,Le Groupe La Poste,4,09,https://twitter.com/GroupeLaPoste/status/1336955845159096320,['https://groupelaposte.com/fr/article/urby-le-specialiste-de-la-livraison-de-marchandises-en-centre-ville'],['https://pbs.twimg.com/media/Eo3SOdiW8AA24F6.jpg'],1,https://pbs.twimg.com/media/Eo3SOdiW8AA24F6.jpg,FALSE,3,0,4,,ForumZeroCarbone,,,,,,,[],,,,
743,1336955567752044544,1336934649600253955,1.60759E+12,2020-12-10 09:47:01,+0100,,"@LaTribune @cestrosi @egregoire @M_Laigneau @jlmoudenc @Johanna_Rolland @GroupeLaPoste #ForumZeroCarbone ""Nous avons besoin en Europe d'être protégés par des règles qui laissent place à une concurrence loyale, les règles doivent donc être les mêmes pour tout le monde.""  Philippe Wahl @GroupeLaPoste  https://t.co/Hq7nEOA5Kc",fr,['forumzerocarbone'],[],278011715,278011715,LaTribuneEvents,La Tribune Events ??,4,09,https://twitter.com/LaTribuneEvents/status/1336955567752044544,[],['https://pbs.twimg.com/media/Eo3R9VdXYAAjcW7.jpg'],1,https://pbs.twimg.com/media/Eo3R9VdXYAAjcW7.jpg,FALSE,4,0,7,,ForumZeroCarbone,,,,,,,"[{'screen_name': 'LaTribune', 'name': 'La Tribune', 'id': '137253079'}, {'screen_name': 'cestrosi', 'name': 'Christian Estrosi', 'id': '83784709'}, {'screen_name': 'egregoire', 'name': 'Emmanuel GREGOIRE', 'id': '18737885'}, {'screen_name': 'M_Laigneau', 'name': 'Marianne Laigneau', 'id': '1219963000523718657'}, {'screen_name': 'jlmoudenc', 'name': 'Jean-Luc Moudenc', 'id': '392096074'}, {'screen_name': 'Johanna_Rolland', 'name': 'Johanna Rolland', 'id': '786659233'}, {'screen_name': 'GroupeLaPoste', 'name': 'Le Groupe La Poste', 'id': '57691450'}]",,,,
744,1336955556838387712,1336943904944500741,1.60759E+12,2020-12-10 09:46:58,+0100,,"""Les postiers sont extrêmement fiers d'être une entreprise neutre en carbone"" @PhilippeWahl pdg de La Poste #ForumZeroCarbone  https://t.co/2NEqWsHxgO",fr,['forumzerocarbone'],[],57691450,57691450,GroupeLaPoste,Le Groupe La Poste,4,09,https://twitter.com/GroupeLaPoste/status/1336955556838387712,['https://youtube.com'],[],0,,FALSE,4,0,2,,ForumZeroCarbone,,,,,,,[],,,,
745,1336955517911130112,1336933995192274944,1.60759E+12,2020-12-10 09:46:49,+0100,,"?? #ForumZeroCarbone - La rénovation, relance locale et nationale.   Échanges entre  @jacquesbaudrier ; @Paris et @Cesarmand ; @LaTribune  https://t.co/gX7wydJnDJ",fr,['forumzerocarbone'],[],278011715,278011715,LaTribuneEvents,La Tribune Events ??,4,09,https://twitter.com/LaTribuneEvents/status/1336955517911130112,[],['https://pbs.twimg.com/media/Eo3R8bQWEAACP-R.jpg'],1,https://pbs.twimg.com/media/Eo3R8bQWEAACP-R.jpg,FALSE,2,5,0,,ForumZeroCarbone,,,,,,,[],,,,
746,1336955500605353984,1336955500605353984,1.60759E+12,2020-12-10 09:46:45,+0100,,"Au #ForumZeroCarbone ce matin, à l'occasion du 5ème anniversaire de l'#AccordDeParis.  Pour nous, maires de France, l'#AccordDeParis a été une reconnaissance de notre action concrète au service de nos concitoyens. Une prise de conscience large dans la société sur ces questions.  https://t.co/FYeVqX0MGA",fr,"['forumzerocarbone', 'accorddeparis', 'accorddeparis']",[],392096074,392096074,jlmoudenc,Jean-Luc Moudenc,4,09,https://twitter.com/jlmoudenc/status/1336955500605353984,[],['https://pbs.twimg.com/media/Eo3RyriXEAECaaW.jpg'],1,https://pbs.twimg.com/media/Eo3RyriXEAECaaW.jpg,FALSE,30,1,12,https://twitter.com/LaTribuneEvents/status/1336933995192274944,ForumZeroCarbone,,,,,,,[],,,,
747,1336955343419674628,1336932248440999939,1.60759E+12,2020-12-10 09:46:07,+0100,,@egregoire Belle journée ???? (sauf si vous êtes un arbre sur paris) #ForumZeroCarbone #Paris #Greenwashing  https://t.co/IkO3XUofKx,fr,"['forumzerocarbone', 'paris', 'greenwashing']",[],4255678217,4255678217,GnsaBagneux,GNSA Bagneux,4,09,https://twitter.com/GnsaBagneux/status/1336955343419674628,['https://www.leparisien.fr/paris-75/paris-polemique-autour-de-l-abattage-de-22-platanes-quai-d-ivry-04-10-2020-8396712.php'],[],0,,FALSE,14,0,5,,ForumZeroCarbone,,,,,,,"[{'screen_name': 'egregoire', 'name': 'Emmanuel GREGOIRE', 'id': '18737885'}]",,,,
