,Unnamed: 0,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Parents,Enfants
10,10,1.33751E+18,1.33751E+18,1.60772E+12,2020-12-11 22:49:01,100,,"Au #ForumZerocarbone ?? @LaTribune, @srichard revient sur les #engagements d#Orange pour lutter contre le réchauffement climatique et donne quelques pistes décogestes pour contribuer à construire un monde plus responsable ??  #ClimateChange #climat #green #fridaymorning  https://t.co/WF8Ng62exZ",fr,"['forumzerocarbone', 'engagements', 'orange', 'climatechange', 'climat', 'green', 'fridaymorning']",[],1.04388E+18,1.04388E+18,XavierAncelin,Xavier ANCELIN ??,5,22,https://twitter.com/XavierAncelin/status/1337514753187573760,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1337514687425093635/pu/img/9kVM55MzpcXTP1YO.jpg,FALSE,4,0,1,,ForumZeroCarbone,,,,,,,[],,,,,0,[]
11,11,1.3375E+18,1.3375E+18,1.60772E+12,2020-12-11 21:51:06,100,,"Hoy participé del #ForumZeroCarbone junto a @Anne_Hidalgo, @AdaColau, @KBakoyannis , @PhilippeClose y @ElkinVelasquezM. Seguimos luchando contra el cambio climático y apostando por la sustentabilidad en nuestras ciudades. Pueden conocer más en esta nota ??  https://t.co/b2OF9xNAT0",es,['forumzerocarbone'],[],77009449,77009449,horaciorlarreta,Horacio Rodríguez Larreta ?????????,5,21,https://twitter.com/horaciorlarreta/status/1337500178618707968,['https://www.buenosaires.gob.ar/noticias/la-ciudad-participo-del-foro-carbono-cero-de-paris'],[],0,,FALSE,68,22,11,,ForumZeroCarbone,,,,,,,[],,,,,0,"[1337594112267194369, 1337555455393095684, 1337524848487247875, 1337520762526314496, 1337520531197800450, 1337502351549140992, 1337501832847962117, 1337501058977980419, 1337500332411195392, 1337500307996233729, 1337500270251683840]"
12,12,1.33749E+18,1.33749E+18,1.60772E+12,2020-12-11 21:15:17,100,,"Honoré davoir participé au #ForumZeroCarbone organisé par la ville de @Paris et @LaTribune pour mesurer le chemin parcouru et à parcourir par le secteur financier depuis la @COP21 avec @CecileDuflot, @ThierryDeau et @SamehWahba. Et lexigence de solidarité! Merci à @Anne_Hidalgo  https://t.co/5FO0syAfYU",fr,['forumzerocarbone'],[],2770140101,2770140101,RiouxRemy,Rémy Rioux,5,21,https://twitter.com/RiouxRemy/status/1337491161745936387,[],"['https://pbs.twimg.com/media/Eo-5HxhXMAYeqen.jpg', 'https://pbs.twimg.com/media/Eo-5HxaWEAEgJqq.jpg']",1,https://pbs.twimg.com/media/Eo-5HxhXMAYeqen.jpg,FALSE,14,0,0,,ForumZeroCarbone,,,,,,,[],,,,,0,[]
13,13,1.33748E+18,1.33748E+18,1.60772E+12,2020-12-11 20:44:37,100,,"Au #ForumZerocarbone @LaTribune, @srichard revient sur les #engagements dOrange pour lutter contre le réchauffement climatique et donne quelques pistes décogestes pour contribuer à construire un monde plus responsable ??  https://t.co/iLyxolDhaK",fr,"['forumzerocarbone', 'engagements']",[],296824934,296824934,orange,Orange,5,20,https://twitter.com/orange/status/1337483447145799680,[],[],1,https://pbs.twimg.com/amplify_video_thumb/1337481905793593345/img/QB-5fEV-h-yC_qtJ.jpg,FALSE,51,0,18,,ForumZeroCarbone,,,,,,,[],,,,,0,"[1337718961706840066, 1337708579609075714, 1337689892663517184, 1337685559670689793, 1337682579059826688, 1337673001798668288, 1337659576527826944, 1337632845699960837, 1337524776559128577, 1337506085855502339, 1337501434863112194, 1337497439784357893, 1337492273299275778, 1337490769482027010, 1337490193813745669, 1337489641793085440, 1337488634786828289, 1337484450473664515]"
14,14,1.33748E+18,1.33748E+18,1.60772E+12,2020-12-11 20:43:11,100,,"BNPParibasCIB: RT @BNPParibas: ??To mark the 5 years since the signing of the #ParisAgreement, Jean-Laurent Bonnafé, @ClaudiaLopez, the Mayor of Bogotá and @JFFountaine, the Mayor of La Rochelle, spoke at #ForumZeroCarbone to illustrate the issues and  https://t.co/k96RlEFd4P",en,"['parisagreement', 'forumzerocarbone']",[],496161568,496161568,gilles_thomas,Thomas gilles,5,20,https://twitter.com/gilles_thomas/status/1337483084233633794,[],['https://pbs.twimg.com/media/Eo9lyuJWMAA1SLd.jpg'],1,https://pbs.twimg.com/media/Eo9lyuJWMAA1SLd.jpg,FALSE,0,0,0,,ForumZeroCarbone,,,,,,,[],,,,,0,[]
15,15,1.33748E+18,1.33748E+18,1.60772E+12,2020-12-11 20:35:23,100,,"#ForumZeroCarbone I am honored to participate in the Paris agreement s aniversary, as we did it in 2015 @Anne_Hidalgo",en,['forumzerocarbone'],[],37758638,37758638,anibalgaviria,#AníbalGobernador,5,20,https://twitter.com/anibalgaviria/status/1337481121957883904,[],[],0,,FALSE,10,0,1,,ForumZeroCarbone,,,,,,,[],,,,,0,[1337500461860081666]
16,16,1.33748E+18,1.33748E+18,1.60772E+12,2020-12-11 20:32:49,100,,"I invite all of us, #UNIDOS, to continue promoting forceful actions in favor of our planet. #ForumZeroCarbone",en,"['unidos', 'forumzerocarbone']",[],37758638,37758638,anibalgaviria,#AníbalGobernador,5,20,https://twitter.com/anibalgaviria/status/1337480476194467842,[],[],0,,FALSE,14,0,2,,ForumZeroCarbone,,,,,,,[],,,,,0,"[1337500337729626114, 1337480883494940685]"
17,17,1.33748E+18,1.33748E+18,1.60772E+12,2020-12-11 20:32:10,100,,From @GobAntioquia we lead the #Agenda2040 and the declaration of #ClimateEmergency UNITED for our common future #ForumZeroCarbone,en,"['agenda2040', 'climateemergency', 'forumzerocarbone']",[],37758638,37758638,anibalgaviria,#AníbalGobernador,5,20,https://twitter.com/anibalgaviria/status/1337480313178624002,[],[],0,,FALSE,7,0,2,,ForumZeroCarbone,,,,,,,[],,,,,0,"[1337569474518642690, 1337500301935300608]"
18,18,1.33748E+18,1.33748E+18,1.60771E+12,2020-12-11 20:29:45,100,,"#ForumZeroCarbone ""Cities for life"" is our message as President @CitiesAlliance, Antioquia's Governor @GobAntioquia and former mayor of #Medellín",en,"['forumzerocarbone', 'medellín']",[],37758638,37758638,anibalgaviria,#AníbalGobernador,5,20,https://twitter.com/anibalgaviria/status/1337479706392850435,[],[],0,,FALSE,20,0,5,,ForumZeroCarbone,,,,,,,[],,,,,0,"[1337634543881379840, 1337499764762546184, 1337482277933215745, 1337480023578697732]"
19,19,1.33748E+18,1.33748E+18,1.60771E+12,2020-12-11 20:17:34,100,,"??? Only united, we can face today's biggest challenges: violence, inequality &amp; #ClimateEmergency. We need to move towards a common #ZeroCarbonGoal ??@CitiesAlliance President, @AnibalGaviria today at #ForumZeroCarbone.  ??Watch ?? https://t.co/69aVsaHGfa   #ParisAgreement #SDG13??  https://t.co/92LrL0gpDP",en,"['climateemergency', 'zerocarbongoal', 'forumzerocarbone', 'parisagreement', 'sdg13']",[],202147466,202147466,CitiesAlliance,Cities Alliance,5,20,https://twitter.com/CitiesAlliance/status/1337476637991034885,['https://bit.ly/37bWFb7'],['https://pbs.twimg.com/media/Eo-objXXIAQjS08.jpg'],1,https://pbs.twimg.com/media/Eo-objXXIAQjS08.jpg,FALSE,12,0,4,https://twitter.com/anibalgaviria/status/1337434508967243783,ForumZeroCarbone,,,,,,,[],,,,,0,"[1337499825504473089, 1337486433339240453, 1337480614082195458]"
20,20,1.33747E+18,1.33747E+18,1.60771E+12,2020-12-11 19:56:20,100,,Les villes sont au 1er plan pour atteindre la neutralité carbone en 2050??  @JouzelJean @danlert #ForumZeroCarbone   Nous en sommes convaincus ?? c'est tout l'objet du projet  https://t.co/6qlMBAw0v0 mené avec @Paris et #LSCE    https://t.co/hYPOUHQane  https://t.co/8CopGHsisZ,fr,"['forumzerocarbone', 'lsce']",[],1.0377E+18,1.0377E+18,OriginsEarth,Origins.earth,5,19,https://twitter.com/OriginsEarth/status/1337471294376464390,"['http://www.origins.earth', 'https://www.youtube.com/watch?v=1ZV5xSMpuOk&t=2h16m13s']",['https://pbs.twimg.com/media/Eo-mrjlWEAIUDpm.jpg'],1,https://pbs.twimg.com/media/Eo-mrjlWEAIUDpm.jpg,FALSE,5,0,0,,ForumZeroCarbone,,,,,,,[],,,,,0,[]
21,21,1.33746E+18,1.33746E+18,1.60771E+12,2020-12-11 19:15:40,100,,Implication des jeunes pour le climat ?? : « Se faire confiance. Tout simplement faire confiance à la force de proposition quon peut être » ??  @LaTribune @LaTribuneEvents @Helenebidard #ConseilParisiendelaJeunesse  Retrouvez mon intervention lors du #ForumZeroCarbone ??  https://t.co/TyHvolr7Cw,fr,"['conseilparisiendelajeunesse', 'forumzerocarbone']",[],941280908,941280908,JeremyKumielan,Jérémy Kumielan,5,19,https://twitter.com/JeremyKumielan/status/1337461060517892096,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1337460972856938502/pu/img/9JLP0taXSLUzGS7p.jpg,FALSE,3,0,2,,ForumZeroCarbone,,,,,,,[],,,,,0,"[1337716661038817280, 1337462905810333697]"
22,22,1.33746E+18,1.33746E+18,1.60771E+12,2020-12-11 19:10:51,100,,Après 20h de direct le #ForumZeroCarbone sachève. Fière davoir uvré pour ce RDV numérique auprès dacteurs internationaux en faveur de la lutte contre le dérèglement climatique. ??Un seul but : relever ce défi historique quest la préservation de notre ??#climat #AccordDeParis,fr,"['forumzerocarbone', 'climat', 'accorddeparis']",[],7.63839E+17,7.63839E+17,audecorrec96,Aude Correc,5,19,https://twitter.com/audecorrec96/status/1337459850079571970,[],[],0,,FALSE,3,0,0,https://twitter.com/latribuneevents/status/1337458293464305669,ForumZeroCarbone,,,,,,,[],,,,,0,[]
23,23,1.33746E+18,1.33746E+18,1.60771E+12,2020-12-11 19:04:40,100,,Le #ForumZeroCarbone sachève aujourdhui. Vous avez été plus de 800 000 spectateurs à suivre les débats autour des actions menées par linternational en faveur du #climat. ?? ??800 000 mercis !  ??RDV sur  https://t.co/AVZ2Pseg1S pour voir &amp; revoir les débats. @Paris  https://t.co/JuAW3n6p32,fr,"['forumzerocarbone', 'climat']",[],278011715,278011715,LaTribuneEvents,La Tribune Events ??,5,19,https://twitter.com/LaTribuneEvents/status/1337458293464305669,['http://latribune.fr'],['https://pbs.twimg.com/media/Eo-bOm1W8AEk9s6.jpg'],1,https://pbs.twimg.com/media/Eo-bOm1W8AEk9s6.jpg,FALSE,14,1,4,,ForumZeroCarbone,,,,,,,[],,,,,0,"[1337684396711813121, 1337682255091818497, 1337568228705509377, 1337458762446213120]"
24,24,1.33746E+18,1.33746E+18,1.60771E+12,2020-12-11 18:59:00,100,,L'annonce d'un #GIEC parisien est une grande nouvelle pour @Paris. Nous nous dotons d'outils pour penser l'avenir en associant les citoyen·ne·s et la recherche. #ForumZeroCarbone,fr,"['giec', 'forumzerocarbone']",[],1734485952,1734485952,MCLemardeley,MC Lemardeley,5,18,https://twitter.com/MCLemardeley/status/1337456868034273284,[],[],0,,FALSE,30,2,11,,ForumZeroCarbone,,,,,,,[],,,,,0,"[1337665011137867779, 1337655108910411780, 1337536467388702721, 1337490598052454404, 1337489237583736835, 1337461507966296068, 1337461445685022720, 1337457125585526785, 1337457012544835588, 1337456989006405634]"
25,25,1.33745E+18,1.33745E+18,1.60771E+12,2020-12-11 18:47:48,100,,"Heureuse et honorée d'avoir participé au #ForumZeroCarbone organisé pour les 5 ans de l'#AccordDeParis. Merci aux équipes qui ont préparé ce grand événement, tout spécialement à celles de  @danlert @ANgatcha9 et @hermanosanches. Longue vie à la #DéclarationDeParis ! @Anne_Hidalgo  https://t.co/dE4DeLHTYY",fr,"['forumzerocarbone', 'accorddeparis', 'déclarationdeparis']",[],2755183484,2755183484,AudreyPulvar,Audrey PULVAR,5,18,https://twitter.com/AudreyPulvar/status/1337454047511654404,[],"['https://pbs.twimg.com/media/Eo-Wc_dWEAAeWLn.jpg', 'https://pbs.twimg.com/media/Eo-Wk6iXEAMxA3I.jpg', 'https://pbs.twimg.com/media/Eo-W5tpW8AITP-T.jpg', 'https://pbs.twimg.com/media/Eo-XVpwW4AAXRzY.jpg']",1,https://pbs.twimg.com/media/Eo-Wc_dWEAAeWLn.jpg,FALSE,44,4,11,,ForumZeroCarbone,,,,,,,[],,,,,0,"[1337569614977507329, 1337546958605574146, 1337480403309965316, 1337478856450695168, 1337474053557415938, 1337472663871217671, 1337460123736940549, 1337458720742268928, 1337457545481482241, 1337456645727772672, 1337456434225811456]"
26,26,1.33745E+18,1.33745E+18,1.60771E+12,2020-12-11 18:46:43,100,,La Ville de Lausanne signe la déclaration de Paris #ForumZeroCarbone #AccordDeParis #lausanne #Climat @gregoire_junod,fr,"['forumzerocarbone', 'accorddeparis', 'lausanne', 'climat']",[],215989161,215989161,communelausanne,Ville de Lausanne,5,18,https://twitter.com/communelausanne/status/1337453775313907712,[],[],0,,FALSE,11,0,3,https://twitter.com/anne_hidalgo/status/1337443806829031425,ForumZeroCarbone,,,,,,,[],,,,,0,"[1337657861128773632, 1337530638342217729, 1337502909299388422]"
27,27,1.33745E+18,1.33745E+18,1.60771E+12,2020-12-11 18:46:03,100,,#ForumZeroCarbone #Paris  #COP21 5 ans | 5 years ago | 5 años FIN | THE END Merci - Tks - Gracias  @Anne_Hidalgo  @jc_tortora  @LaTribune ??  https://t.co/Jkt8vNDdYo,es,"['forumzerocarbone', 'paris', 'cop21']",[],549220611,549220611,CarlosMorenoFr,Carlos MORENO,5,18,https://twitter.com/CarlosMorenoFr/status/1337453606879055872,[],['https://pbs.twimg.com/media/Eo-W9kZXIAcf8-R.jpg'],1,https://pbs.twimg.com/media/Eo-W9kZXIAcf8-R.jpg,FALSE,9,0,2,,ForumZeroCarbone,,,,,,,[],,,,,0,"[1337464412211384321, 1337458758482530305]"
28,28,1.33745E+18,1.33745E+18,1.60771E+12,2020-12-11 18:15:19,100,,"??Lors de la cérémonie de clôture du #ForumZeroCarbone @Anne_Hidalgo, Maire de @Paris et Co-Présidente de CGLU souligne  ""Les progrès réalisés l'ont été parce que les gouvernements locaux concernés ont pu compenser le manque d'action des gouvernements nationaux""  https://t.co/3UlON0gbZn",fr,['forumzerocarbone'],[],271365891,271365891,uclg_org,United Cities,5,18,https://twitter.com/uclg_org/status/1337445875082276867,[],['https://pbs.twimg.com/media/Eo-NH3eXMAgRHXs.png'],1,https://pbs.twimg.com/media/Eo-NH3eXMAgRHXs.png,FALSE,4,0,2,,ForumZeroCarbone,,,,,,,[],,,,,0,"[1337448586615861248, 1337446145807839235]"
29,29,1.33745E+18,1.33745E+18,1.60771E+12,2020-12-11 18:13:25,100,,"#ForumZeroCarbone  clôture @jc_tortora de la @LaTribune @LaTribuneEvents  remercie @Anne_Hidalgo Maire de,l #Paris @JY_LeDrian Ministre   l' auditoire nombreux et international réuni via les ondes : 800 000 auditeurs déjà...  https://t.co/XLyxKPIKMK",fr,"['forumzerocarbone', 'paris']",[],4714295663,4714295663,Metropolisdate,MetropolisInAsk,5,18,https://twitter.com/Metropolisdate/status/1337445396159881217,[],"['https://pbs.twimg.com/media/Eo-PajJXcAMN6h7.jpg', 'https://pbs.twimg.com/media/Eo-PcEmWEAMnJ4Y.jpg', 'https://pbs.twimg.com/media/Eo-Pc_UXcAABiL7.jpg', 'https://pbs.twimg.com/media/Eo-PetyW4AY9EIz.jpg']",1,https://pbs.twimg.com/media/Eo-PajJXcAMN6h7.jpg,FALSE,0,0,0,,ForumZeroCarbone,,,,,,,[],,,,,0,[]
30,30,1.33744E+18,1.33744E+18,1.60771E+12,2020-12-11 18:06:18,100,,"@ieexeceducation:#ForumZeroCarbone is already live! Join us online to commemorate Paris Agreement's 5th anniversary, where more than 20 of the most important city-agents, including our dean of @ieArchDesign  https://t.co/j34z4mtJ0Q  https://t.co/zcWjrKqrdA",en,['forumzerocarbone'],[],2901477578,2901477578,JorgeSPaniagua,JorgeSanchezPaniagua,5,18,https://twitter.com/JorgeSPaniagua/status/1337443605049380865,['http://blgs.co/W33626'],['https://pbs.twimg.com/media/Eo-N3t8WMAIb2lf.jpg'],1,https://pbs.twimg.com/media/Eo-N3t8WMAIb2lf.jpg,FALSE,0,0,0,,ForumZeroCarbone,,,,,,,[],,,,,0,[]
31,31,1.33744E+18,1.33744E+18,1.60771E+12,2020-12-11 18:04:52,100,,"@EmmanuelMacron sur le #ForumZeroCarbone ""biodiversité et lutte contre le réchauffement climatique sont liés""  https://t.co/jWavgwjPaP",fr,['forumzerocarbone'],[],7.0582E+17,7.0582E+17,tatiana2fr,Tatiana de Francqueville,5,18,https://twitter.com/tatiana2fr/status/1337443241914937346,[],['https://pbs.twimg.com/media/Eo-NiUqXYAEfXiY.jpg'],1,https://pbs.twimg.com/media/Eo-NiUqXYAEfXiY.jpg,FALSE,5,0,3,,ForumZeroCarbone,,,,,,,[],,,,,0,[]
32,32,1.33744E+18,1.3373E+18,1.60771E+12,2020-12-11 18:04:36,100,,"@LaTribune @JY_LeDrian @Anne_Hidalgo @ericgarcetti @EmmanuelMacron #ForumZeroCarbone ""Nous sommes en train de fermer l'ensemble comme je m'y suis engagé de nos centrales thermiques charbons. Nous allons continuer d'améliorer nos ambitions et surtout nos solutions concrètes."" @EmmanuelMacron  https://t.co/HmEKWaGsjo",fr,['forumzerocarbone'],[],278011715,278011715,LaTribuneEvents,La Tribune Events ??,5,18,https://twitter.com/LaTribuneEvents/status/1337443177419190278,[],['https://pbs.twimg.com/media/Eo-NcKFXYAEefhT.jpg'],1,https://pbs.twimg.com/media/Eo-NcKFXYAEefhT.jpg,FALSE,1,0,0,,ForumZeroCarbone,,,,,,,"[{'screen_name': 'LaTribune', 'name': 'La Tribune', 'id': '137253079'}, {'screen_name': 'JY_LeDrian', 'name': 'Jean-Yves Le Drian', 'id': '1055021191'}, {'screen_name': 'Anne_Hidalgo', 'name': 'Anne Hidalgo', 'id': '26073581'}, {'screen_name': 'ericgarcetti', 'name': 'Eric Garcetti', 'id': '17358750'}, {'screen_name': 'EmmanuelMacron', 'name': 'Emmanuel Macron', 'id': '1976143068'}]",,,,,0,[]
33,33,1.33744E+18,1.33744E+18,1.60771E+12,2020-12-11 18:03:45,100,,Cities &amp; regions thru #LGMA and @GlobalTaskforce  around the world aim for #MultilevelAction w/ the leadership of Susan Aitken @SusaninLangside as the leader of #CoP26 Host City @GlasgowCC which will put #ClimateJustice #SocialEquity at the heart of #COP26 #ForumZeroCarbone  https://t.co/2ZtHLFhCGb,en,"['lgma', 'multilevelaction', 'cop26', 'climatejustice', 'socialequity', 'cop26', 'forumzerocarbone']",[],96335206,96335206,ICLEI_advocacy,Yunus Arikan,5,18,https://twitter.com/ICLEI_advocacy/status/1337442964554067969,[],['https://pbs.twimg.com/media/Eo-LhlUW8AAf1ad.jpg'],1,https://pbs.twimg.com/media/Eo-LhlUW8AAf1ad.jpg,FALSE,18,0,6,,ForumZeroCarbone,,,,,,,[],,,,,0,"[1337701817870856197, 1337695722062442497, 1337462181248589824, 1337461285684994049, 1337448620111618050, 1337444654602727432]"
34,34,1.33744E+18,1.33744E+18,1.60771E+12,2020-12-11 18:03:19,100,,"The 2015 climate objectives are still valid. The international community must continue to work together, in cooperation where local and regional involvement remains key @fvccre @CCRECEMR @Platforma4Dev @uclg_org #ForumZeroCarbone  https://t.co/Jj0fXp9kIa",en,['forumzerocarbone'],[],2512423920,2512423920,EvaBanos1,Eva Banos,5,18,https://twitter.com/EvaBanos1/status/1337442853543403521,[],['https://pbs.twimg.com/media/Eo-NL7iW8AQRBB9.jpg'],1,https://pbs.twimg.com/media/Eo-NL7iW8AQRBB9.jpg,FALSE,4,0,2,,ForumZeroCarbone,,,,,,,[],,,,,0,"[1337453121845555202, 1337444134353838080]"
